Episodes	Reward	AvgReward	Iterations	Loss
0	-146.5874905499059	-146.5874905499059	62	25.200576417148113
1	-175.46898177620108	-161.0282361630535	77	1846.8181055095047
2	-405.7657905327983	-242.60742095296845	126	1221.6326924413443
3	-235.95340119180125	-240.94391601267665	103	1663.938378751278
4	-221.18604700768827	-236.992342211679	57	1151.0516476929188
5	-145.77266089927065	-221.78906199294428	96	1580.371330484748
6	-156.73766844022774	-212.4960057711276	73	1964.5462780296803
7	-170.990677582588	-207.30783974756017	94	1782.2356616258621
8	-407.05497896853586	-229.50196632766858	85	1942.29689283669
9	-321.31748137785837	-238.68351783268753	102	1838.4793663173914
10	-545.7828792174636	-266.6016415949399	112	1299.3576279580593
11	-147.9536410397054	-256.71430821533704	104	677.5955476760864
12	-168.6909819603356	-249.94328311879846	85	1355.9923215061426
13	-160.8607808237798	-243.58024724058285	58	721.5561663508415
14	-164.80756209573804	-238.3287348975932	129	1328.6238578408957
15	-394.4936476861335	-248.08904194687693	102	1122.7190425395966
16	-162.02845353570615	-243.02665439327865	74	801.2185577750206
17	-116.78832711000058	-236.0134139886521	124	895.4074720740318
18	-137.33528754694296	-230.81982838645686	73	478.68209570646286
19	-213.55310726887814	-229.95649233057793	98	490.3388634324074
20	-292.1839885050257	-232.91970643412307	92	637.8525651991367
21	-339.80824170073464	-237.77827621896904	79	385.69920368492603
22	-206.49197884663187	-236.4180024201718	106	508.6729765534401
23	-170.11053508920435	-233.6551912813815	86	521.7211150377989
24	-174.8657981580514	-231.3036155564483	80	504.775830835104
25	-136.9976760267675	-227.67646403607597	91	315.2863986492157
26	-202.56100893742308	-226.7462619953851	101	462.696696549654
27	-172.75040977297226	-224.81783870172754	98	555.3160921931267
28	-143.26046826522358	-222.00551558322738	93	405.02088879048824
29	-254.7298139186871	-223.09632552774272	107	476.31658443808556
30	-181.35858947838346	-221.74994694550531	91	670.1366597115993
31	-133.4070450763034	-218.98923126209274	108	444.16730285435915
32	-294.9155855392885	-221.2900298765532	119	572.1458618193865
33	-174.79097889333104	-219.92241072998786	86	372.965231359005
34	-63.854629023817935	-215.46333125266872	82	408.3864831402898
35	-148.85109433309952	-213.61299133823624	115	1291.1068370714784
36	-164.09012985231033	-212.2745356224004	76	296.448671489954
37	-140.67921354062025	-210.39044819919567	100	418.8195175230503
38	-215.05507698147125	-210.51005406540784	130	891.4056465700269
39	-130.41793042381977	-208.50775097436818	76	1013.4606629908085
40	-150.58751525828947	-207.0950622983663	106	321.19436148554087
41	-135.84543539023394	-205.39864261007742	90	636.7502741366625
42	-105.35840220982634	-203.07212539146693	76	411.53776121884584
43	-160.4196190205885	-202.10275024667425	95	474.2345964461565
44	-385.7956130578884	-206.1848138647012	99	596.1392611190677
45	-146.92637025747246	-204.89658682976145	85	400.8723851144314
46	-120.85939087177742	-203.10856138384688	72	882.1549909859896
47	-165.252897034714	-202.31990170990662	73	604.8692967295647
48	-128.2098675710544	-200.8074520336035	101	288.8683780953288
49	-279.59234614431534	-202.38314991581777	124	694.3103958144784
50	-108.5453645119972	-200.54319333927228	134	1431.5758947581053
51	-142.59460997351988	-199.4287975053155	106	1039.4667675942183
52	-0.3142111870452027	-195.67191851817833	132	1391.1980873346329
53	-98.06581167686814	-193.86439802111704	71	1033.2477986961603
54	-302.0841504168486	-195.83202988285763	150	1208.3133430480957
55	-216.66991516953362	-196.2041349772625	123	610.2112533003092
56	-197.83142527528165	-196.23268392985932	113	709.6597573310137
57	-271.5920763535213	-197.53198379923282	90	390.5992015302181
58	-179.2086902674707	-197.2214195020843	113	1260.8885017484426
59	-275.15930821115626	-198.52038431390216	66	187.88485831022263
60	-238.66940118819358	-199.17856491839873	112	1323.9492889493704
61	-131.0470672378151	-198.07966979451837	110	1118.2271194458008
62	-134.4334569593701	-197.06941244792873	81	769.7750113084912
63	-114.78948353519942	-195.7837885586673	121	1014.9315884113312
64	-156.4646045740684	-195.17887803582732	117	527.2500194981694
65	-134.36956792138972	-194.25752485227525	89	663.5599918439984
66	-117.1867365145007	-193.10721457857713	133	1455.3941707834601
67	-143.59546859423466	-192.37910066704268	81	803.5167471021414
68	-235.05213010304203	-192.99755036901368	94	572.4203797876835
69	-262.67468129322276	-193.99293795364525	116	1444.017226152122
70	-389.3796700830466	-196.7448637582847	141	1076.3807877004147
71	-177.11637722919968	-196.47224588982516	132	895.5415606871247
72	-109.07948416800524	-195.27508477034817	74	1163.1510653495789
73	-114.84369202139409	-194.18817405752446	66	500.11592561006546
74	-125.96033853522377	-193.2784695838938	89	576.2285578474402
75	-232.19272622598805	-193.79049927655294	112	1158.1882669776678
76	-151.90251917881162	-193.24649953502382	122	280.5315089672804
77	-199.70142705951503	-193.32925501610706	113	721.6728553697467
78	-153.76147538874415	-192.82839704614045	117	963.2214289084077
79	-82.51171098806293	-191.44943847041446	117	841.0042498037219
80	-215.5552032157667	-191.74704050430768	116	627.208373427391
81	-111.546276467234	-190.76898240629458	84	602.9124491624534
82	-233.7203796628364	-191.28646912022884	116	643.53212839365
83	-218.39443538825935	-191.60918300437206	105	306.81597428768873
84	-105.94736188278833	-190.6013968735299	104	435.66274686157703
85	-113.86553339696174	-189.70911939124423	138	688.718703828752
86	-99.54956837361118	-188.67280271288064	77	324.8556477576494
87	-145.4177259087009	-188.18126774919676	128	678.4293467625976
88	-211.04451901196717	-188.43815821282342	124	1032.5921131968498
89	-224.5642392411881	-188.83955911313856	107	1076.2036184221506
90	-143.1651647485444	-188.33764269154963	105	651.2349031418562
91	-170.8959412125458	-188.14805897982131	114	824.5768736973405
92	-151.80433522207946	-187.75726625124346	55	144.08686451613903
93	-134.58003667314298	-187.19155104296578	165	1099.9297141358256
94	-172.11073226969097	-187.03280558219447	101	563.3498966395855
95	-224.72077754719618	-187.4253886234966	103	578.047495611012
96	-60.56598439656442	-186.1175597139406	124	735.6372358053923
97	-290.5229315280245	-187.182920650819	80	167.8280799239874
98	-146.28436397375364	-186.76980391670725	106	785.8705400675535
99	-126.90411270847018	-186.17114700462488	81	394.90352765470743
100	-163.2227446730589	-185.94393510035192	112	1238.5334668755531
101	-138.33003593534318	-185.8621781239701	113	1033.8224046379328
102	-156.4944916033494	-185.67431188463496	76	292.5579178854823
103	-257.75342403677496	-184.20884290942678	115	1495.9659380838275
104	-107.06770647147897	-182.93274692209684	147	519.0181480534375
105	-141.96795087377876	-182.14840933661262	90	711.4517898783088
106	-118.82201168684543	-181.88157122559855	106	387.35888696461916
107	-97.08072058006758	-181.2909083754979	128	662.2657887339592
108	-89.41176315074136	-180.48319635142022	129	852.0248665325344
