Episodes	Reward	AvgReward	Iterations	Loss	Time
141	-305.15034074076016	-189.82778581074132	352	5248.263487577438	268.5314860343933
142	-316.7061334768845	-192.27053947625637	288	8303.158274114132	270.12330293655396
143	-326.6769500603546	-194.11949399525054	153	1673.6772482395172	270.94303011894226
144	-450.58502824070285	-195.25031248677283	487	8018.792018592358	273.79362320899963
145	-79.25572513882457	-192.29581761956007	1000	18946.96209576726	280.15419912338257
146	-150.88802218204063	-192.41040763423453	1000	10633.468956947327	287.46586298942566
147	-174.52767403135036	-192.49584544323656	1000	17965.372688144445	294.76164627075195
148	-327.69584844687705	-195.2996984381103	992	9452.52565652132	301.2694790363312
149	-178.51041346317734	-193.24109806739514	1000	14764.253320783377	307.7652943134308
150	-114.36237778712592	-193.4717313204713	1000	11065.216268509626	314.320659160614
151	-233.5757466735727	-194.90161382218568	442	4768.212536215782	317.12144112586975
152	-92.4502142264044	-195.02605710335624	1000	9221.378577053547	324.4927101135254
153	-273.63522182932246	-197.39119705899589	859	8281.367232590914	330.33773398399353
154	-396.0971330315877	-200.64265254812136	663	7428.656744629145	334.8093581199646
155	-150.5743119090101	-201.27842944281122	1000	8594.166560977697	341.9982979297638
156	-180.13217480953037	-202.6958917794171	1000	10130.183154374361	349.1401102542877
157	-362.6189882458708	-204.76502024224604	361	5403.832552284002	351.4471492767334
158	-120.6861091866542	-203.32509186780445	1000	8548.806175619364	358.6908071041107
159	-119.80565624572009	-203.35115520461963	762	6835.147206097841	363.76953411102295
160	-137.55142001372212	-204.15314527004037	1000	9824.620559483767	370.5852749347687
161	-128.82331587085505	-204.9586973405943	1000	7012.144632697105	377.5020592212677
162	39.02657340106917	-203.44662880847898	719	4746.229381680489	383.01793003082275
163	-186.16984665033112	-204.27182374279192	616	2622.2022348344326	386.947514295578
164	-106.59014260147558	-203.54949508206997	1000	5189.414201229811	393.89732217788696
165	-117.72142667280173	-203.1677094807118	1000	7077.755774021149	401.1489610671997
166	-94.18270582718736	-202.65391841903934	1000	6258.727645039558	408.0755741596222
167	-168.04171237197892	-203.3733529153263	1000	8976.490485191345	415.8718512058258
168	-34.72165834225313	-201.7282232023402	1000	6387.802014410496	423.9512882232666
169	-223.4623636786527	-202.23235715172748	827	6505.022451788187	430.50577306747437
170	-210.11328433306699	-200.90393820558486	529	2431.772103726864	433.88986015319824
171	-106.28115196588412	-200.39401484618475	1000	4963.590438008308	441.6104929447174
172	-108.47406480406718	-199.35725469016094	1000	5688.513544932008	449.57042622566223
173	-91.71951747543427	-197.27837435195354	1000	8190.102072998881	457.09698605537415
174	-100.1704524201137	-195.7125245826366	1000	5190.367315888405	464.1490550041199
175	-131.942254674472	-196.28517702824544	1000	5966.00877250731	471.7021310329437
176	-166.04919284073432	-196.0462576804937	1000	6116.428343743086	480.61740922927856
177	-154.0492970407208	-196.79348523187772	1000	4104.1665026545525	487.76340794563293
178	-65.07164790157839	-195.77512107586762	514	2641.724476248026	491.25042510032654
179	-57.171657102263794	-193.27403271634833	1000	6388.103898257017	499.1978461742401
180	-178.6906356602865	-192.37006032348538	714	6017.820713847876	504.88335609436035
181	-107.08025141521522	-193.15849127042637	1000	6242.689135670662	513.2890481948853
182	-102.19463818209226	-191.73659540943012	1000	6536.1738416701555	520.8502900600433
183	103.98216868790969	-188.89265069134285	755	3136.172822088003	526.611542224884
184	-430.61898757821376	-192.4387742780998	620	2599.950094103813	530.8114440441132
185	-96.07703857245127	-193.22853028556167	1000	5601.79978993535	539.3146262168884
186	48.83789802497863	-191.80201338795558	643	5015.647451728582	543.8950819969177
187	126.51057823672036	-187.25134828762003	480	2871.2261192947626	547.1988260746002
188	-191.4162159303594	-186.85818370168997	550	1909.9787650704384	551.0974102020264
189	-117.16576699403666	-185.42472161024972	1000	6017.02140237391	558.921266078949
190	-59.543309286430976	-185.08726678866566	1000	6025.658385902643	566.8076961040497
191	49.1551866177596	-181.7283086473754	974	5350.142203122377	573.8839821815491
192	-118.80604729713622	-182.40467034885032	1000	4640.238544002175	582.2808263301849
193	-113.44884152614279	-181.21085282060258	1000	7193.147654816508	590.4596769809723
194	-105.89919535099067	-179.24429700033832	1000	3950.342301040888	599.3342370986938
195	-60.151762593805735	-177.9369995401811	1000	4739.35425324738	608.1214401721954
196	-107.1793619502466	-175.52141566570393	1000	4275.399762928486	615.968612909317
197	-53.24052154075652	-173.46986805535082	1000	5437.905759885907	625.4791948795319
198	-174.86606488111718	-173.3896299462845	1000	5174.348074123263	633.5002770423889
199	-78.99348450281926	-172.67087657649344	1000	4110.008848011494	641.5032279491425
200	39.50623287454718	-170.4771444326832	874	5689.152986526489	648.7892460823059
201	-91.07152519391434	-169.18017765625368	1000	4317.784651502967	659.1778681278229
202	-79.09798373810794	-168.4562875834796	1000	4122.998613297939	667.6947040557861
203	-102.20829426882695	-167.49192558119208	1000	4135.973973959684	676.0653162002563
204	-79.71661125862236	-166.5533621960019	1000	4031.070054858923	684.4626929759979
205	-134.2071956604349	-165.78659781657467	223	1156.9590685665607	686.0875551700592
206	86.85006276495221	-162.7224607458191	820	3360.8136208206415	692.1525390148163
207	-66.91856948635194	-161.61060834347825	1000	5598.336558461189	700.6826500892639
208	-77.46649532817949	-160.05302271660787	477	2038.1856619864702	704.4869031906128
209	-101.41730530392036	-159.20603855163145	1000	8131.887897178531	712.5976750850677
210	-118.27344541795703	-158.4522946220313	1000	4998.319885417819	721.5150401592255
211	-123.34822486374709	-157.25842030342827	590	2079.5271793305874	726.1439771652222
212	-101.29084651003846	-156.50039873766923	1000	4666.343228965998	734.9869830608368
213	-125.8189079702316	-155.8217490325474	771	3978.2925588339567	741.1023330688477
214	-112.99519886770727	-153.9156312709003	1000	3840.5270061939955	749.9160048961639
215	-93.14974906800661	-152.9734958682067	1000	4631.386227846146	758.481682062149
216	-213.87805361038443	-154.1418747670031	839	3783.4236433953047	776.3020119667053
217	-53.475776600506585	-152.60963903465435	1000	5137.820398047566	785.3095471858978
218	-101.46195571388408	-151.10163431873872	1000	4301.401265010238	794.830885887146
219	-63.02815741333528	-149.0840244831962	86	448.3291085958481	795.545006275177
220	-233.99113524617317	-148.59389042114867	448	2737.668380483985	799.272705078125
221	-185.21092688144944	-146.681205745549	253	1089.816654920578	801.162652015686
222	-115.36046842797651	-144.65280919047294	177	889.751364916563	802.444314956665
223	-225.27776331236578	-144.49156679299074	285	2175.9269800186157	804.6819672584534
224	-225.646271589611	-144.55334778052648	299	1186.5321039706469	807.0551519393921
225	-94.84906705428378	-144.08256385902843	1000	4949.5984381735325	816.6787872314453
226	-164.19874030739766	-144.24047212885245	1000	3995.652697354555	826.8783571720123
227	-213.3898551288292	-144.77785704027147	490	2705.7829478532076	830.9184291362762
228	-19.45562710342578	-142.76623580595327	1000	4041.0345749109983	839.9258940219879
229	-108.42105568355161	-142.34819057195404	1000	3627.504400290549	849.2870280742645
230	-60.504341104310626	-140.86857262364956	1000	3862.934432655573	858.4634110927582
231	-72.68987580474997	-140.2954175267928	1000	4378.472508460283	868.7780292034149
232	-237.77681617642799	-140.9568501137943	1000	3673.8058022111654	877.1842970848083
233	-85.47409762373522	-139.18043161323934	1000	5547.903481155634	886.2265820503235
234	-60.26363842535276	-138.29475079695396	1000	5021.000629320741	895.3924670219421
235	-57.47292173243993	-137.39832262329926	1000	4503.382270678878	904.0803411006927
236	75.91812676619755	-133.3179538883383	754	3756.3020609915257	910.8341660499573
237	-13.383759488802337	-131.7028732551333	1000	5658.0907009243965	919.7908239364624
238	-43.83896690625268	-128.8610199511147	1000	5300.021244108677	929.0276312828064
239	-128.90933198391758	-128.64933465351535	1000	3032.75509737432	937.5317471027374
240	-16.56360203327309	-126.65581874368536	1000	4730.971241861582	946.9203200340271
241	-46.644401472797504	-123.92052908873873	1000	3655.2524872273207	956.1844623088837
242	-76.14604521109855	-121.65315982606882	1000	6144.407972022891	966.1248540878296
243	-148.01013008211112	-119.98290236671461	1000	4720.533058911562	975.7431981563568
244	-111.9739236521574	-117.8571298280196	1000	3677.0003603696823	984.1373851299286
245	-80.92536267452148	-114.19713313924552	1000	4767.062728047371	993.4549472332001
246	-117.99683206694539	-114.58070845536552	1000	4870.8397716879845	1002.9135320186615
247	-128.4150646132554	-114.35820392498151	1000	4101.518044412136	1012.3572721481323
248	-114.09370815375206	-113.75984782718349	1000	4472.042728126049	1021.9842813014984
249	-148.51585350158985	-111.98578847128958	1000	3380.8530255258083	1031.0388250350952
250	-108.2427475339678	-111.29006900664392	1000	3626.7515609413385	1040.5731432437897
251	-141.390187326631	-111.55767108129253	1000	3053.39876011014	1050.188861131668
252	-70.12040379920734	-109.93930134986314	1000	4547.286838412285	1059.7016580104828
253	-226.48182786131247	-111.2663470294167	136	315.2107051759958	1060.7684881687164
254	-169.6197247146278	-110.2364906223405	158	712.2001177668571	1062.0353722572327
255	-70.2983931395726	-107.01076052439976	1000	3215.538525290787	1070.8050501346588
256	83.74356505677483	-104.6907815445405	642	2549.82239317894	1076.746393918991
257	-104.87331623262274	-103.94564433090777	1000	5487.970230534673	1087.0062561035156
258	-41.747625975416426	-100.76870015001218	1000	2855.0816689431667	1096.613967180252
259	-150.4579145556311	-101.06347050020005	1000	2833.935541719198	1105.9463729858398
260	129.62848668419005	-98.593825520696	611	2532.24724778533	1111.485624074936
261	-164.01729000085658	-98.85586383740029	403	1494.0307156294584	1114.8932960033417
262	-113.10178866467422	-98.70020515219059	1000	4560.076991841197	1125.107310295105
263	-74.00897757913222	-99.81936902328171	1000	4400.86931219697	1135.1408541202545
264	-29.044708725840028	-98.26367458838575	1000	4152.196341171861	1145.247661113739
265	-188.76652830008427	-99.0773021695601	311	1077.3690226376057	1147.9747741222382
266	44.87372556899507	-97.46744917706705	866	5013.5524467378855	1156.412446975708
267	-55.2294716959753	-97.08177359160949	1000	5926.739324629307	1165.9536521434784
268	-536.226546457671	-100.72716798849754	410	1967.7404870390892	1169.5440442562103
269	-10.686034454266348	-100.48919151435904	999	5059.657334253192	1179.7250430583954
270	-135.18413229669747	-99.6151496194882	1000	2739.1176904439926	1189.9142560958862
271	142.75840347515808	-96.12137053227804	837	3285.222014978528	1198.3409280776978
272	197.52633796406076	-93.1133755824766	266	1177.4010041058064	1200.597237110138
273	-63.04606551960544	-92.66359341134334	1000	3231.9368351101875	1210.8700351715088
274	-267.6218548007431	-94.40520071159395	239	2698.165892869234	1212.9242761135101
275	-42.77524972349653	-93.83693137796406	1000	3904.6307439804077	1223.2951083183289
276	-77.2871291854299	-93.29579152163691	1000	4510.253297939897	1234.0027031898499
277	-90.37278874747959	-92.54652019398092	1000	3083.1913104355335	1244.4125649929047
278	-15.014541704942147	-91.16993845798312	1000	3347.5051185041666	1254.8787941932678
279	-188.91899285513568	-92.39614979415695	617	2826.814431861043	1260.7141461372375
280	-127.96091249844963	-93.09703351095088	1000	3187.0470522791147	1270.836361169815
281	118.9411199692304	-90.15018444531206	482	1818.736325994134	1275.5284070968628
282	-167.85412969227718	-90.75190601241168	356	1204.697173282504	1278.7981519699097
283	-119.415436457171	-90.9224089656303	1000	3555.7907343804836	1289.100051164627
284	-317.535689267248	-95.09585310380018	751	1574.3605543971062	1296.8247129917145
285	-55.2374224760084	-91.3792039443724	1000	4039.3835768401623	1307.0663912296295
286	-231.90364110400122	-92.72402179121944	484	2648.3938156962395	1311.7285780906677
287	109.40863270105046	-92.12431154690191	691	2559.810349583626	1318.8399441242218
288	-48.80491541845009	-93.86010851378477	1000	3232.202398709953	1328.256294965744
289	101.23138012833789	-90.96260756270856	604	3166.031584814191	1334.1589500904083
290	-158.70135027150977	-91.37385096149542	1000	3782.5800502300262	1344.3353140354156
291	-6.2466549591022735	-90.84616131469018	1000	3483.9979989379644	1355.0349321365356
292	-76.22516402600225	-92.08755092502443	1000	3503.664606437087	1366.27139210701
293	-110.19843357761029	-92.00232702681132	1000	3320.1857326328754	1376.6580429077148
294	-153.4834874659586	-92.3987096598788	216	656.8936657011509	1378.5976841449738
295	-199.21438824972148	-93.32262246085637	384	1148.7469512671232	1382.1346340179443
296	-306.8282124820864	-95.76496354885914	810	3211.535833582282	1390.301943063736
297	-56.817004130910945	-95.26632634272713	1000	4919.218649208546	1401.4525163173676
298	-48.14078407069696	-95.2158338925285	1000	4730.684918537736	1411.721295118332
299	-187.6058962958468	-95.34197083722879	1000	3302.5543067753315	1422.2438950538635
300	-245.65676210127245	-96.9921022985996	669	2214.2693842947483	1428.9829063415527
301	-158.29648335282116	-98.95054503352402	1000	2546.7368150502443	1440.5501871109009
302	127.67565234302401	-96.78473139454445	387	754.8089821785688	1444.3508512973785
303	-42.57339345036347	-96.42310178773509	1000	5248.949307084084	1456.0739440917969
304	-75.69115237174277	-96.16055582835804	1000	4838.556682124734	1466.4728531837463
305	113.17090194875807	-94.2507784698691	811	2839.0445894151926	1475.0245702266693
306	105.2908789743077	-91.8795104041786	844	3032.3593905568123	1484.317134141922
307	-172.5802324760049	-94.44812718874252	1000	4149.291812449694	1494.4909961223602
308	-171.55385281749147	-95.48412009301121	418	1820.9005379527807	1498.5081129074097
309	-236.15355853656968	-97.05527913467844	495	2241.4223810732365	1503.454344034195
310	-72.59852728900586	-96.76994469888722	1000	4122.138189867139	1515.0608899593353
311	154.89012747727222	-94.0653548682414	592	3295.9074736982584	1521.0483241081238
312	-30.661504692000427	-93.14766456951122	1000	2723.723891824484	1532.2890450954437
313	-24.01793723209792	-92.38258625982866	1000	3302.7312398403883	1543.6475579738617
314	-210.50300336153967	-93.2210426498416	1000	3033.911134853959	1554.5075132846832
315	-115.00126325014256	-93.24090467343007	1000	3607.5431361049414	1565.5484502315521
316	77.09395564776835	-91.55532343862042	936	3528.766730874777	1576.285305261612
317	129.1477551939824	-88.15902830194352	873	3255.0544676035643	1585.9197719097137
318	-90.30052943015865	-88.5236298151084	1000	3740.0672610104084	1597.3885650634766
319	-8.262301590388464	-87.60086096240052	1000	2857.4622022658587	1609.386579990387
320	121.94479514635532	-85.7694455905224	927	3918.9270950108767	1619.4667279720306
321	133.84516582527553	-82.12750201555754	807	3732.9183547198772	1628.1890680789948
322	-19.431493385986382	-80.4861214858995	1000	2233.918742440641	1640.5835461616516
323	116.60292223336988	-78.18945425162875	797	4934.38330501318	1649.5622019767761
324	-112.84561478992408	-77.07626466229765	1000	3504.09419644624	1660.6139249801636
325	159.19739806192038	-73.26593129941119	802	3819.6691347956657	1669.5940511226654
326	165.45419401590752	-70.68867128881523	750	2868.906932130456	1678.0007491111755
327	146.39147432178328	-67.61352064892236	616	1984.8856472820044	1684.777101278305
328	165.28302113800146	-63.864284250240864	729	3071.0349750965834	1693.146572113037
329	170.75775617279936	-61.98098342572379	565	2572.629578500986	1699.365210056305
330	178.09813613314506	-59.144159744370356	366	1317.7649965286255	1703.0300769805908
331	-90.64692242456056	-59.44260114358076	435	1144.077290892601	1707.741592168808
332	-160.54612522978525	-60.31246499927417	1000	2609.2864105403423	1718.9895482063293
333	-403.95789843119957	-61.957822249321424	449	1755.1240285336971	1723.562177181244
334	131.99474966744881	-59.80466534544831	554	2725.515938729048	1730.0392820835114
335	85.27055103486062	-58.36373277653531	754	2167.7009767740965	1738.972665309906
336	-208.3655091017337	-59.85771879009267	968	2902.6936900764704	1749.4562592506409
337	-138.01340601984327	-61.97585277807327	1000	2068.5507886856794	1760.5282609462738
338	129.07899563661658	-60.565330450098834	753	3116.5638098865747	1768.9555931091309
339	146.6786752378477	-58.679017161543385	798	2897.84518250823	1777.68350815773
340	134.45629300543155	-56.07143671610428	498	1907.0013693794608	1783.1928160190582
341	77.37777593029003	-55.14132406299969	712	2707.7011450752616	1791.3519439697266
342	182.4657957034365	-52.87290626917558	729	2647.385181121528	1799.2119660377502
343	-180.63878822425738	-53.907487883167256	280	1306.286014482379	1805.971137046814
344	-247.83837712104054	-54.895886368701206	118	256.9580180644989	1807.2035450935364
345	-95.41942809589442	-54.731980472104546	1000	3415.0577908605337	1818.9273381233215
346	-164.83523710694487	-55.56277130806914	1000	3014.4345882683992	1830.3950080871582
347	-33.62356910428272	-54.72739246685465	1000	3390.471682295203	1841.8849003314972
348	-110.53919359558266	-54.55040364489751	1000	3086.7300985455513	1853.677160024643
349	-298.81162926680975	-56.37929395294757	971	2463.011030614376	1864.9619920253754
350	-155.333119074332	-56.446791631885624	1000	2878.091807514429	1877.4160120487213
351	-90.86002350572899	-56.27468545338821	1000	4155.684328831732	1888.8727838993073
352	29.595078539112514	-54.581762028974914	1000	3653.339112177491	1901.0092780590057
353	25.84412740773936	-53.631618155638805	1000	3918.3843932822347	1912.737240076065
354	2.1833452931075237	-51.36760654024851	1000	3454.946599431336	1925.116154909134
355	124.67255664136651	-48.453821576327776	739	1841.125594906509	1933.7721700668335
356	142.52004925939968	-46.34670828524884	767	3742.2239460349083	1942.9066090583801
357	9.793225814234862	-47.078889861907655	1000	4111.055434808135	1955.6519849300385
358	197.36372730511988	-44.08644388628644	629	1835.9160246402025	1962.5597321987152
359	62.18267243938867	-43.05743103069431	821	2317.523908548057	1972.0167512893677
