Episodes	Reward	AvgReward	Iterations	Loss	Time
855	204.09856203940512	152.99769425478812	381	1184.069400280714	7485.124073028564
856	188.92286401975156	156.9212556593473	420	1464.6739587187767	7497.2322862148285
857	173.73307559118297	156.93243137678522	383	1469.4354545474052	7505.829518079758
858	170.01801220153513	156.5328524189991	535	1871.5838916152716	7517.910689115524
859	97.46681955631733	159.36861301809324	1000	3530.7955997884274	7540.35791516304
860	196.97033453264223	159.356051433342	497	1708.5570906698704	7551.688324213028
861	24.256810476422572	157.79130194354997	1000	3483.0112208426	7574.768531322479
862	200.22459884738709	157.81997292619374	610	2147.7108132243156	7588.416254997253
863	192.32038530315924	158.04579807052798	937	3135.2099421024323	7609.743902206421
864	214.5936667177494	159.52810722367698	920	4981.077006563544	7630.305797338486
865	114.32689455999312	160.45370381446165	692	2328.849877625704	7646.327533245087
866	187.28871320127138	160.9435331512863	756	3600.1491001546383	7663.908261299133
867	172.26585112346348	160.9364664863548	804	2631.52439160645	7683.429950237274
868	184.6187470376982	161.62518115299898	611	1786.5670556426048	7697.509902238846
869	149.5917801426461	161.45338592357652	693	2421.0681979060173	7713.9352650642395
870	93.62848315994106	160.626589930737	364	1343.6331468820572	7722.40051817894
871	235.99396619520553	161.4372732380249	582	2051.0135920643806	7735.691227197647
872	228.22227100120125	166.07522292875984	386	1216.5781482160091	7744.337321996689
873	239.48676944589874	166.92636217988158	363	1116.052284836769	7752.644370317459
874	204.25870942047462	167.00688562813795	365	1051.7326346337795	7760.68381023407
875	152.05149336000983	169.3649893061259	285	882.7564129531384	7766.927190065384
876	163.01847119422223	169.5632576703002	758	2720.2872708439827	7784.87223815918
877	156.62344155023976	170.55455323649542	634	2728.274283975363	7800.2874002456665
878	134.74224423702762	169.97813519032124	532	1529.8505195528269	7812.801695108414
879	151.4965695419897	170.00608904261227	791	3712.676113218069	7830.949470281601
880	205.64375801186708	171.39039909689976	609	2478.856804102659	7845.346175193787
881	101.45953096744614	170.50436446282768	846	2770.6256241500378	7866.204493045807
882	154.7931103900571	169.97389639908837	742	2794.3506739735603	7883.594180107117
883	150.5090554054649	170.91722855253104	588	1844.7433669865131	7897.510194301605
884	106.37378181871809	170.14662129510035	823	2621.3388306051493	7916.8973071575165
885	-120.59246800596387	167.38620676000767	1000	3682.8508330881596	7941.313235998154
886	211.84460815402133	167.7205881541646	580	1587.7596487402916	7954.647074222565
887	183.10518545210664	167.71250642287632	547	2511.777931764722	7967.484125375748
888	132.5712583674902	167.48206589435074	638	2641.4487511217594	7982.4117822647095
889	58.52011159530787	166.30268168365401	1000	3490.637629598379	8006.254045248032
890	168.39451878198523	166.25067598242117	423	1601.3525633215904	8016.005037069321
891	216.60969939479963	166.3517908548768	380	1254.7433624565601	8024.585465192795
892	199.39424473567828	166.280877712595	484	1463.4466061890125	8035.986666202545
893	125.21026366508457	165.52609414134332	898	3670.7577160298824	8057.572347164154
894	217.86094187826205	165.62835106340128	317	1026.0553650856018	8064.8831470012665
895	133.21659466951678	165.98944388488172	629	1900.0440658926964	8080.219561100006
896	212.9733972209441	166.7874420219938	398	1252.587391242385	8089.81412935257
897	207.3567371499523	167.23254060800966	659	2434.926092579961	8105.53951215744
898	-1214.3340947369984	154.45586569131638	339	1080.2372180223465	8113.412042140961
899	176.68748484165394	154.82544903922496	374	959.1690436154604	8122.11495923996
900	136.60596348673036	155.22999829052088	625	2125.8404663205147	8136.573882102966
901	213.23995061620104	155.43330112480203	291	859.9740191549063	8143.172127008438
902	-347.2820891324552	150.26701901324287	480	2033.0661128163338	8154.833646297455
903	193.2579291846454	150.54498679854527	366	1121.5877311229706	8163.470860242844
904	177.6153852511631	151.260111492572	850	3134.7005535960197	8183.7424120903015
905	217.20201066052954	151.56449213631154	472	1851.9860762059689	8194.845726966858
906	210.73607420377448	151.66168409969458	347	1226.3354954123497	8202.756377220154
907	199.93333342320028	152.614973296798	607	1805.6466422080994	8217.416134357452
908	47.7682299255012	151.0564335786445	1000	3219.1533419042826	8241.900504112244
909	204.5456761611283	151.31400402023027	382	1450.870687842369	8251.236538171768
910	210.4649640187705	151.2474296213247	457	1354.617721825838	8262.17998623848
911	171.01522334468314	151.67349090730437	930	3985.172992184758	8285.284713029861
912	186.35084138186966	152.03047035548965	471	1810.6702003329992	8296.655169010162
913	208.04087203176312	152.26328658686433	399	1303.6938693523407	8306.2374792099
914	186.3682349681964	154.37458379834584	499	1484.3318798840046	8318.403834104538
915	50.35364914516779	153.19243497377266	826	2780.4383693635464	8337.990236282349
916	193.9088025779498	152.9628479900975	548	2036.3742890357971	8351.159230232239
917	164.28811982222987	152.80442269009583	958	2815.975784420967	8375.398247241974
918	222.8890491739918	153.34469768801026	425	1264.9943438321352	8385.61823630333
919	146.53831231107415	152.71244733538614	428	1413.388535439968	8396.05808520317
920	147.45736444816663	152.52848257890864	440	1526.3508909642696	8406.447009086609
921	210.36507885534542	153.9859851927433	402	1167.1740629822016	8416.368478298187
922	197.9366409353903	154.68945827872432	394	1485.0697651207447	8425.803515195847
923	200.34080154706737	154.62251652369304	785	2283.127145022154	8444.732740163803
924	207.50973497127725	154.8653669644084	410	1236.737371236086	8454.701525211334
925	145.41521984621448	154.98446895623934	526	1561.591878324747	8467.732622146606
926	218.00089872192072	155.11199212571634	319	899.3207704871893	8475.365425348282
927	179.36580513215821	154.85827774908623	524	1698.0977956056595	8488.11394405365
928	222.29042571599928	154.92792856392612	466	1462.6732844859362	8499.398689031601
929	210.22047428368506	155.16522940034292	356	1249.1231561899185	8507.889631986618
930	213.20447965930143	155.35694958440877	472	1420.570434525609	8519.264789104462
931	214.2991762294098	155.3884863926989	495	1870.9023992866278	8531.11503314972
932	183.22165497115822	155.33704146191786	333	1171.9471906125546	8539.11230635643
933	216.204636059175	155.05348231349365	398	1085.2965966016054	8548.737191200256
934	216.97823121362075	154.79382314587653	679	3582.2987984269857	8565.72944021225
935	194.12196718542293	155.12836302651917	402	1390.4620525538921	8575.55675125122
936	119.78935932640044	154.8783334377076	1000	3254.3654978126287	8600.218975067139
937	234.01667516673595	155.20271189021216	581	2140.943746909499	8615.049033403397
938	216.70143711350775	155.2733284337899	354	1345.1651512682438	8624.071708202362
939	28.151762325193076	154.39329054924647	1000	3472.935285642743	8648.689134120941
940	172.45312518716455	154.00983342655132	552	1637.9716095924377	8662.655501127243
941	200.4499770135309	154.6636366879603	400	1304.474156409502	8672.45808005333
942	202.62581488561676	154.82525134270546	562	2467.2998054921627	8687.035474300385
943	161.6942099916015	154.80906519103726	532	2517.4058111310005	8700.508170127869
944	220.91303743056497	154.90591710374278	418	1603.7618902623653	8710.838719129562
945	158.0620512204916	154.82994707127665	458	1417.2355702668428	8722.188227176666
946	197.70116944885265	154.9253752540329	407	1149.9101125448942	8732.204176187515
947	204.63099885054726	154.62838879035633	522	1692.514800131321	8744.925586223602
948	166.39915099367943	154.43304098606228	473	1323.9097665250301	8756.571800231934
949	227.03027612141625	154.77381400688606	385	1335.885700404644	8766.048221349716
950	-247.35502689361047	150.77358344068028	414	1381.1580546796322	8776.319890260696
951	167.53573704763778	150.3948898041238	615	2311.9456622749567	8792.21953010559
952	247.07780282979283	150.62564623947952	373	1150.0792506337166	8801.405714273453
953	202.51566688524784	151.3589344594779	442	1635.5263000130653	8812.383250236511
954	176.377898362501	151.5026235022494	405	1467.7875191569328	8822.338189125061
955	37.647258461141575	149.7327599833037	1000	3747.6194903701544	8848.557182312012
956	97.16242867318758	148.67398638561838	405	1305.2277108877897	8858.848672151566
957	211.40903673610302	148.89662175904758	880	2862.6600634902716	8880.83003616333
958	157.14702714545092	148.73240345760468	542	1514.0652983784676	8894.779462337494
959	160.44197223277823	148.6375911806863	463	1639.8658680319786	8906.318534135818
960	221.9300885120571	149.86990077430747	317	1142.8512341827154	8914.20750617981
961	217.03007568171896	150.0685120728132	746	2909.9884526878595	8933.410655021667
