Episodes	Reward	AvgReward	Iterations	Loss
0	-201.25840761142376	-201.25840761142376	68	0
1	-140.7751493223445	-171.01677846688415	118	1705.1049912571907
2	-164.8032191849162	-168.9455920395615	116	2772.6886742711067
3	-146.2142687252819	-163.26276121099158	71	1561.2093147039413
4	-182.17051131183916	-167.0443112311611	60	1483.8924104571342
5	-349.555643055714	-197.46286653525326	120	3042.595354437828
6	-174.31725527134364	-194.15635064040902	99	4611.864562630653
7	-172.40566568670175	-191.43751502119562	113	1633.638322710991
8	-223.88261606049832	-195.04252624778482	148	906.4878125190735
9	-166.12685178843103	-192.1509588018494	126	768.7340595126152
10	-97.77374890446954	-183.57121244754217	76	414.65814220905304
11	-64.62892146498658	-173.65935486566252	93	549.84131026268
12	-148.52791580695407	-171.72616724576184	85	742.9749127626419
13	-157.8601349791709	-170.7357363695768	68	531.5722519755363
14	-165.1658415999247	-170.36441005159998	136	815.7100737690926
15	-143.63198463484585	-168.69363346305286	90	599.6560425758362
16	-127.10316822846949	-166.24713550807738	124	1072.4525774419308
17	-192.07314422431187	-167.6819137700904	86	504.92000567913055
18	-108.33600623047373	-164.55844495221584	80	734.426426410675
19	-179.7826930772346	-165.31965735846677	92	538.2419149279594
20	-220.57379385788886	-167.95080671558213	91	482.45031094551086
21	-141.17066712682728	-166.733527643366	84	642.9249091744423
22	-133.49633506578613	-165.288432313906	73	551.7800595164299
23	-149.65773661416293	-164.63715332641672	72	499.67014169692993
24	-155.83078488034505	-164.28489858857384	64	526.9440331459045
25	-197.22110154405505	-165.55167562532313	139	872.0583693981171
26	-163.79176359733935	-165.48649369836076	67	359.71406066417694
27	-125.5341565797928	-164.05962451555476	59	410.57536739110947
28	-151.5255033339747	-163.62741344032784	69	406.0138339996338
29	-170.54201864873863	-163.85790028060822	116	750.1729486584663
30	-146.5675214119172	-163.30014612355367	75	452.9014236330986
31	-203.58113087430115	-164.55892689701452	99	613.7534652352333
32	-246.82856304579263	-167.05194617425022	104	507.99221777915955
33	-172.0530779590182	-167.19903828556693	132	861.3570806980133
34	-167.5055680286721	-167.20779627822708	87	426.4855509400368
35	-124.33256698749959	-166.01681768681797	67	387.78610783815384
36	-241.7542448591809	-168.06377517796292	64	401.6215192079544
37	-162.0127460842322	-167.90453757023317	92	875.2772367596626
38	-131.04290186367183	-166.9593674239111	81	487.322170317173
39	-59.226534679786624	-164.26604660530796	107	828.3641421794891
40	-170.20450479629676	-164.41088704899062	116	915.6648092269897
41	-199.3125697242674	-165.24187949364008	75	676.8955270051956
42	-261.72240294035157	-167.48561259705195	127	1041.0113658308983
43	-112.44801593909432	-166.23475812755294	122	1154.4384723901749
44	-313.540802204008	-169.50822577369638	107	1001.7920746207237
45	-128.53206487854237	-168.61743966728	133	1654.6194840669632
46	-145.35006346481507	-168.12238910978076	83	786.1752081513405
47	-280.24247339997	-170.45822419915967	96	904.8468860983849
48	-162.8662027773188	-170.30328498646907	96	949.1760956048965
49	-55.009014052911624	-167.9973995677979	68	611.5575560927391
50	-435.9520774528685	-173.25141285966203	83	810.4343270659447
51	-181.31965553270322	-173.40657137260513	90	833.0764490365982
52	-198.14588974707402	-173.87335096457625	87	661.3712513446808
53	-231.51878435032094	-174.94085899023818	127	1179.6639326810837
54	-436.5883432388264	-179.69808597657618	102	985.0689607858658
55	-163.3396962253546	-179.40597187387579	104	971.2128340005875
56	-169.87501090141512	-179.23876203225365	98	1337.5002580881119
57	-191.82435496916546	-179.45575501392454	126	1421.9059970974922
58	-259.5963723222262	-180.81407056152287	77	718.3420343995094
59	-171.59189067537744	-180.66036756342046	73	856.1722113490105
60	-233.83843863974764	-181.53213922040945	99	1308.2051059007645
61	-139.6984372353261	-180.85740209161776	97	1016.545387327671
62	-162.51267895569435	-180.56621601009516	111	1276.8118738532066
63	-162.6510039088862	-180.28629082101378	81	774.9473258256912
64	-126.94418278626343	-179.46564300509453	89	795.8443252444267
65	-157.4523816626942	-179.13210874233087	144	1181.5533376336098
66	-155.30648387810197	-178.7765024010737	100	921.7472241520882
67	-132.7907461044157	-178.10024127906405	66	644.5417819619179
68	-265.69377757951605	-179.36971281965032	134	1188.9641987085342
69	-432.58568986617877	-182.987083920315	100	634.2339578270912
70	-241.2571214476821	-183.8077886742216	116	892.4278722405434
71	-134.60391932264275	-183.1244015998941	73	454.32274663448334
72	-129.85904559657655	-182.39473918888976	119	933.4800471663475
