Episodes	Reward	AvgReward	Iterations	Loss
0	-407.70338025280915	-407.70338025280915	89	0
1	-144.4045175282888	-276.053948890549	106	1628.6794239282608
2	-255.8233091238074	-269.3104023016351	70	726.9460056424141
3	-156.8781881451485	-241.20234876251345	71	1015.3572084903717
4	-506.30876855810436	-294.22363272163165	95	1184.7284699082375
5	-465.0323191355137	-322.69174712394533	87	1009.7770321965218
6	-299.67990822212636	-319.40434156654266	73	777.6854017972946
7	-418.6267228540417	-331.80713922748	101	866.9922579526901
8	-92.08024038344296	-305.17081713369805	143	1093.6588450670242
9	-445.70548562633564	-319.2242839829618	116	1299.189936876297
10	-244.35285980743757	-312.417790876096	106	1256.0588643550873
11	-142.2368906919283	-298.236049194082	66	717.0776698589325
12	-163.88171627789472	-287.9011005082215	86	1219.2152248620987
13	-112.42698703602827	-275.3672352602076	74	921.0638781785965
14	-174.11806418956542	-268.6172905221648	100	1177.2872388362885
15	-86.48256350349517	-257.233870083498	116	1541.4180258512497
16	-181.00672329364772	-252.74992027233037	131	1601.3436700105667
17	-131.2794904990751	-246.00156306270506	66	732.6252788305283
18	-244.38608181766605	-245.91653773401882	81	999.1218001246452
19	-277.1179251059614	-247.47660710261593	103	1114.6453956365585
20	-164.97884588502637	-243.5481422827307	97	899.1384235024452
21	-242.51091262162305	-243.50099547995308	60	466.2770080566406
22	-154.9025579454389	-239.64888950019161	110	1526.9823196530342
23	-162.9903540111677	-236.4547838548156	104	997.0234683156013
24	-183.7793064301124	-234.34776475782746	84	739.734028339386
25	-220.62861130200076	-233.82010500952643	73	668.0767179727554
26	-157.60169957202592	-230.9972011044338	97	876.5461818575859
27	-119.06898122347826	-226.99976468011397	60	616.320022046566
28	-139.26973760502375	-223.97459133269706	72	1369.4574457406998
29	-172.33608589794702	-222.2533078182054	102	1167.6386018395424
30	-304.089825832662	-224.89319549609107	126	1067.4363495707512
31	-129.89075881276605	-221.92436934973722	82	512.3869146108627
32	-161.95742670691482	-220.10718926965168	66	545.223005592823
33	-308.19111093999516	-222.6978928481912	73	529.0579129457474
34	-470.0390382688325	-229.7647827173524	90	824.1764987111092
35	-434.09210631698306	-235.44054170623102	96	956.8426420688629
36	-200.4240981942426	-234.4941513410421	86	1073.8007965683937
37	-212.15612272536873	-233.90630848273491	91	1096.0461984872818
38	-151.5415262640011	-231.79439098994686	124	1325.1715106964111
39	-296.9984131897646	-233.42449154494233	69	516.7606137990952
