Episodes	Reward	AvgReward	Iterations	Loss
0	-140.19929675173472	-140.19929675173472	79	0
1	-163.36259129802545	-151.78094402488009	108	1699.0476323962212
2	-133.5552311167018	-145.70570638882066	67	1672.4478322863579
3	-429.74865590125887	-216.7164437669302	111	2607.595290362835
4	-338.01999792014357	-240.97715459757288	118	2180.5436579585075
5	-113.80570737431188	-219.78191339369604	74	1298.1298152208328
6	-150.02743263623097	-209.81698757120103	74	1182.870393872261
7	-331.2098698157829	-224.9910978517738	100	1099.5267923474312
8	-139.80303479334518	-215.5257575119484	109	616.697329044342
9	-115.6206736281967	-205.5352491235732	74	393.0747536420822
10	-469.4883734477005	-229.53098769849385	117	576.4014029502869
11	-286.5655092919249	-234.28386449794644	106	514.3669611215591
12	-373.79049881702724	-245.01514406095265	111	715.5709546804428
13	-151.0472696136119	-238.30315302899973	74	570.6825077533722
14	-354.48110785030036	-246.04835001708642	124	922.2699639797211
15	-177.95141472223253	-241.7922915611581	87	1061.5106509923935
16	-165.11295254177446	-237.28174220707672	99	871.6429072618484
17	-110.28852157452135	-230.22656328304583	72	693.470419049263
18	-142.30295408697356	-225.5990049043052	76	796.6754853725433
19	-120.21133594827693	-220.32962145650382	101	1011.9018875360489
20	-183.8414013853811	-218.59208716740272	90	808.5534005761147
21	-154.46328852730494	-215.677141774671	80	659.8293644189835
22	-152.85202734886167	-212.9456150605054	128	1075.506017446518
23	-193.3190356814464	-212.12784091971125	117	847.2589621543884
24	-114.30103910902436	-208.21476884728378	120	974.040080845356
25	-194.36583243918847	-207.6821174469724	96	613.4014500975609
26	-58.73990687733419	-202.16573927772654	151	954.505725979805
27	-137.20343543364834	-199.84565699758087	95	781.4813740849495
28	-234.89315832022783	-201.054191525948	127	780.6561907529831
29	-270.4765778871996	-203.36827107132305	108	935.1630093455315
30	-245.01341102689102	-204.711662682793	84	820.8098065853119
31	-174.92368684649918	-203.78078843790883	59	482.0768284201622
32	-180.7145326284599	-203.08181098913764	68	762.4938875436783
33	-162.79208136449293	-201.89681894135398	88	922.288095831871
34	-116.92847809772456	-199.46915206010743	60	437.16234916448593
35	-186.2453043745063	-199.10182295772964	85	849.6098257303238
36	-145.86896798998885	-197.6630971477907	80	713.428490459919
37	-152.3030589857346	-196.46941193299975	78	615.2106059193611
38	-185.84315242306857	-196.1969437404374	145	1093.3419555425644
39	-137.1696062584363	-194.72126030338737	95	714.133675634861
40	-233.47610852749608	-195.66650050397539	121	1041.963165462017
41	-111.48770366166217	-193.66224343630125	82	557.2898733615875
42	-187.91304343642838	-193.52854111072278	109	715.9528267383575
43	-387.3028192290021	-197.9325019770473	113	842.511881172657
44	-156.35350181523467	-197.0085241956737	108	814.6444760560989
45	-145.0690266245477	-195.87940468325792	111	1060.947319328785
46	-195.46835948073164	-195.87065904065096	140	1036.9085137844086
47	-164.66683510479766	-195.22057937532074	119	990.748801112175
48	-132.95990971915867	-193.94995346397047	125	882.626197040081
49	-156.86865639335065	-193.2083275225581	98	690.9317556619644
50	-161.61844471880357	-192.58891805581783	128	847.871558368206
51	-245.63686727784986	-193.60907092547228	95	697.6194278597832
52	-333.92152287107535	-196.2564756791629	168	1463.614797592163
53	-173.6027228521624	-195.83696173792214	79	574.9008570313454
54	-263.62897770280745	-197.0695438463746	137	1165.5999064445496
55	-250.37869527059573	-198.02149297895	75	640.4869027137756
56	-143.01075096950672	-197.0563922419422	116	746.3587476611137
57	-196.34089801716908	-197.04405613461856	115	550.7341837882996
58	-34.78134472014966	-194.2938406869157	115	744.6177549958229
59	-106.54235650457295	-192.8313159505433	107	741.5510298609734
60	-137.40386297019228	-191.92266918037362	92	601.908075273037
61	-143.5284298369171	-191.14211693289852	79	860.005892932415
62	-205.15363051104038	-191.36452191032933	79	690.3128628134727
63	-204.55764738082735	-191.57066449580586	121	1012.9145823121071
64	-207.83646195348143	-191.82090753361626	127	756.1481519341469
65	-223.63359884044306	-192.30291800796212	121	822.8651393055916
66	-176.1289954976707	-192.0615161794503	94	628.9070391058922
67	-194.3142987483609	-192.09464533487545	67	408.0645225048065
68	-164.29793814378087	-191.69179450601902	100	618.5876766443253
69	-126.04259393797415	-190.7539487836184	92	711.7712790966034
70	-326.56951608800443	-192.66684409776468	138	983.8823502063751
71	-206.1475766516042	-192.85407649434578	108	833.8895637691021
72	-141.6441191305423	-192.15257022908818	94	711.9761226773262
73	-125.21611840102955	-191.24802358276307	70	486.69081354141235
74	-142.4274521998349	-190.59708263099068	99	705.7350223660469
75	-106.65462698121517	-189.49257663559888	73	519.615353256464
76	-86.52942521693035	-188.15539285094084	141	999.4781478047371
77	-186.55834253136794	-188.13491784684376	96	691.331491112709
78	2.152557067563663	-185.72621563273734	69	410.9509720802307
79	-132.30876830813145	-185.0584975411798	102	544.9970927238464
80	-223.57584373073868	-185.5340203336435	127	840.5930499434471
81	-128.62595558679075	-184.84001954404775	130	606.8810184001923
82	-162.66848560635094	-184.57289262913574	84	436.27256006002426
83	-120.09525910768824	-183.8053017538804	91	510.3121517896652
84	-149.4651277765186	-183.4012997070879	69	517.6953618526459
85	-185.29078650661938	-183.42327048382666	119	745.672672688961
86	-141.00471518341666	-182.9357008826725	85	467.5694295465946
87	-181.84315161002553	-182.92328555002877	63	344.77133959531784
88	-239.89628995962883	-183.56343166699054	146	1097.5664319992065
89	-151.12728739702868	-183.20303006399098	89	596.2127278447151
90	-86.44966415163428	-182.13980626275628	69	740.9219636917114
91	-182.86100084528957	-182.14764533430554	101	505.3784349858761
92	-140.82531940045115	-181.70331924899529	73	325.93941336870193
93	-150.95812370865048	-181.37624270069372	92	551.5964532792568
94	-111.79786583057938	-180.6438387336399	88	432.4757709503174
