Episodes	Reward	AvgReward	Iterations	Loss
0	-498.46549357121245	-498.46549357121245	97	0
1	-376.68452551132725	-437.5750095412699	87	1552.5222652554512
2	-249.0743431188062	-374.7414540671153	134	554.1551851630211
3	-158.77247804870123	-320.7492100625118	62	546.0979505181313
4	-212.88238458514923	-299.1758449670393	100	931.8990241289139
5	-227.75954486608265	-287.27312828354655	122	2130.731887936592
6	-149.22491439968616	-267.55195487156647	81	952.4199103116989
7	-172.57893995089006	-255.68032800648191	77	839.2228455543518
8	-232.8283352894424	-253.14121770458866	121	1051.5755978226662
9	-249.4333427444321	-252.770430208573	68	1016.1032427549362
10	-400.5576632082622	-266.2056332085447	103	1722.5215549468994
11	-279.65748069739044	-267.3266204992819	151	4515.426416873932
12	-128.99086820257685	-256.68540878415075	76	2532.6505588293076
13	-283.0147637114602	-258.5660769932443	104	7373.722047567368
14	-260.4797086799249	-258.69365243902297	107	7024.636135339737
15	-124.93988812470722	-250.33404216937822	79	9552.558129787445
16	-138.1825014289904	-243.7368927140613	105	31567.045991420746
17	-181.15500196514273	-240.26012100578808	62	36268.81657028198
18	-159.23139009986707	-235.99545095810802	58	52022.86257362366
19	-245.70178949898013	-236.48076788515164	79	61805.96989250183
20	-334.408973074087	-241.14401575129142	101	120697.04972839355
21	-169.59101221282145	-237.8916064995428	58	96300.22664642334
22	-238.4710584397869	-237.9168000621621	74	195295.7958316803
23	-356.43665580771966	-242.85512738489365	84	371295.00426101685
24	-352.3159655811619	-247.23356091274437	86	664523.149810791
25	-83.40570687680557	-240.93248960366978	74	371135.1854133606
26	-324.9827059296822	-244.04546057870726	82	312283.7009048462
27	-167.8707102390735	-241.3249337808632	78	569252.0820007324
28	-149.17838458190624	-238.14746656710608	111	418223.70388793945
29	-152.1688994144901	-235.28151432868555	102	399858.5600204468
30	-100.94073144315907	-230.94794068721694	66	179316.8086090088
31	-169.19479825533966	-229.0181549862208	89	258521.5083618164
32	-449.4325620240977	-235.69737944191405	105	266192.0582885742
33	-490.87266024788914	-243.20253475973684	109	333158.6893672943
34	-147.56693753115562	-240.4700891246345	67	191594.3904876709
35	-346.3135189843473	-243.4101843985154	87	136201.57092285156
36	-144.20603539095418	-240.72899118209486	80	156822.59082221985
37	-203.76154164733163	-239.75616356275896	90	188046.99884605408
38	-145.0590339749595	-237.32803203486668	78	104549.24251747131
39	-242.7941928417177	-237.46468605503796	80	140644.52779006958
40	-407.4623243977959	-241.61096991705648	100	140053.82962989807
