Episodes	Reward	AvgReward	Iterations	Loss
0	-164.1205902885281	-164.1205902885281	82	27.004869781434536
1	-73.4760243078752	-118.79830729820165	130	4169.753275349736
2	-229.7675463475932	-155.78805364799882	88	1551.1499089375138
3	-135.80554715368942	-150.79242702442147	65	1456.1171030923724
4	-270.5922412342794	-174.75238986639306	94	2489.1223457977176
5	-112.43785095378921	-164.3666333809591	110	1053.0881559550762
6	-148.76725670100583	-162.1381509981086	62	2476.108696565032
7	-168.53824618116505	-162.9381628959907	68	1076.9391382336617
8	-362.9907726787698	-185.16623064963284	100	4162.529561601579
9	-209.78397080799223	-187.62800466546878	114	839.8563780933619
10	-158.73927268297427	-185.00175630342383	79	1099.1939603611827
11	-120.4804442053047	-179.62498029524724	111	2218.34089794755
12	-355.06373492778414	-193.12026911313467	86	3339.7539775148034
13	-114.3147633559858	-187.49130441619545	68	2191.7850528024137
14	-259.3052159481906	-192.27889851832848	86	2340.1805221885443
15	-126.4695988914022	-188.16581729164557	91	1187.8133606389165
16	-471.8615679283367	-204.85380262321564	110	1149.9090867619962
17	-130.49891053578747	-200.7229752850252	118	3355.092788834125
18	-322.09555983371826	-207.11100605074589	93	1652.849727794528
19	-150.3328904137506	-204.2721002688961	83	628.7448006644845
20	-269.10897329062925	-207.35957041278817	81	2324.6261799409986
21	-219.09791747362218	-207.8931316428261	121	2021.4425529316068
22	-93.87008789979136	-202.9356080018246	130	1208.8962210863829
23	-118.93609014823332	-199.43562809125828	88	754.0264557600021
24	-232.65211073694812	-200.76428739708587	85	672.9222616702318
25	-256.4127025955766	-202.90461105856627	78	1354.7361089885235
26	-125.79607260806081	-200.04873926410312	70	251.6083005219698
27	-235.70069823724236	-201.32202351314382	99	754.8904254585505
28	-200.24332828915385	-201.28482712610966	79	535.6665170043707
29	-204.28798094649136	-201.3849322534557	98	1023.0716154910624
30	-173.8993186280381	-200.49829955586156	86	181.0611446276307
31	-81.92897338497389	-196.79300811302136	87	1324.577355362475
32	-165.8588226474563	-195.85560855345878	86	1281.0923618525267
33	-108.77641628004365	-193.29445583953483	118	1231.710563622415
34	-243.89534902239055	-194.74019564475927	142	1637.9057396799326
35	-269.93419591001265	-196.82891787434966	99	566.2615478634834
36	-142.9422969800795	-195.37252271504505	93	860.0296255871654
37	-106.34766762558138	-193.0297633705855	59	745.3414363414049
38	-206.7865760530887	-193.38250215731634	98	1311.4149833917618
39	-245.10108944561082	-194.67546683952366	125	1028.6455400437117
40	-592.5517986718039	-204.37976761592074	95	1326.1702182553709
41	-291.14930417993764	-206.44570896268306	100	577.918828330934
42	-59.800269772364835	-203.0353499117454	161	1785.351474583149
43	-113.31921453433816	-200.99634683498616	87	421.58081908524036
44	-75.11992108702351	-198.19909292947588	125	854.77315749228
45	-173.30073942030617	-197.6578243749287	78	4508.679729729891
46	-160.8922650700277	-196.87557843227125	76	1287.876577630639
47	-347.39726525882264	-200.0114469078244	78	501.25230038166046
48	-66.9677627161106	-197.29626967942207	90	2116.1037513250485
49	-187.53386852602966	-197.10102165635425	110	1750.2921634167433
50	-155.07274462315047	-196.27693779295808	78	1263.3441253602505
51	-202.14774074314045	-196.38983784969238	84	944.8871980458498
52	-182.20642392743363	-196.12222626625353	99	1263.4472286701202
53	-137.531625336253	-195.03721513792019	159	1122.0793598294258
54	-252.72698989974407	-196.0861201335897	90	210.22322124242783
55	-380.3493805539506	-199.376535498239	97	1792.9136568382382
56	-242.27344136043368	-200.129112794067	107	1247.2275005616248
57	-189.62835775953124	-199.94806529347153	84	1071.6884695664048
58	-278.9807914339692	-201.28760302466642	115	966.2883639037609
59	-283.6056056780733	-202.65956973555652	69	692.2493392452598
60	-189.04764078151783	-202.4364233592608	110	1468.2235601991415
61	-124.37811826443465	-201.17741843837652	65	601.93976072222
62	-130.19259187711938	-200.0506751596264	60	824.9669616818428
63	-241.0759903982763	-200.6916957102303	128	1404.8639904037118
64	-410.9535576467869	-203.92649358617732	145	1784.6992090046406
65	-235.2796892386786	-204.4015420051546	116	2039.275030836463
66	-167.71026745844847	-203.8539110417709	90	1203.8958019986749
67	-179.72521146113564	-203.49907722440864	103	827.1124116033316
68	-349.5511382110184	-205.61577376044644	119	874.4122068360448
69	3.9138134344656237	-202.6224939433763	101	653.1668853908777
70	-131.08646850199915	-201.6149442892724	76	527.5095762386918
71	-158.67824188859453	-201.01860120037412	89	1265.7173307836056
72	-193.2754570666463	-200.9125307327888	118	615.4919574335217
73	-242.80149797195557	-201.4785978576424	137	861.9509818255901
74	-120.5998557298175	-200.4002146292714	157	1791.1551119945943
75	-95.52913134544524	-199.02033195448422	102	1301.5611323267221
76	-343.64829496427944	-200.89861718837767	120	1337.4805443435907
77	-250.4607439417774	-201.53402906983152	119	1071.9224487170577
78	-241.52957367952632	-202.04030178640994	121	1763.9910890087485
79	-167.64200376015998	-201.61032306108183	93	685.8998440997675
80	-106.41592559836204	-200.43508358623342	70	1115.3662224709988
81	-30.554112522562093	-198.36336442692036	78	1758.1891597285867
82	-145.18539273834392	-197.72266597284113	152	1727.8924611210823
83	-137.8274281480792	-197.00962742730826	86	435.1323438733816
84	-159.72715656636143	-196.57101012306182	91	756.538865223527
85	-292.71796424385525	-197.6889979616757	119	2439.264410160482
86	71.14731946337379	-194.5989253475947	1000	15299.336585976183
87	-161.47341343106766	-194.2224990758159	124	3687.27699097991
88	-107.03820113259798	-193.2429002225213	102	2036.67707850039
89	-104.51740396313158	-192.25706137519475	89	947.1052141189575
90	-322.89712228400487	-193.69266644012671	141	3961.60027089715
91	-122.42097853787949	-192.9179741803197	93	638.4835677146912
92	-187.14917797981553	-192.8559441136476	129	2414.967360958457
93	-135.6736828244239	-192.24762218503886	85	2828.6411043182015
94	-196.74999629767507	-192.29501559675083	98	3386.37873890996
95	-242.55706802077114	-192.81857864283438	95	3127.0631797909737
96	-151.69432533800014	-192.39461726855777	81	3080.826182603836
97	-77.3277211289214	-191.22046526713288	104	4135.788972765207
98	-164.59749553445727	-190.95154638094425	100	6487.359208881855
99	-114.13681702674857	-190.18339908740228	99	3141.307446293533
100	-278.94036336561817	-191.06218091193907	116	3475.460137605667
101	-213.16566697698897	-191.54777573063666	153	2068.1018920242786
102	-180.0208874545267	-192.60267536575208	77	1218.048108562827
103	-166.8089354407656	-191.9793227825161	168	3073.124926060438
104	-109.13333675936913	-191.71524149148323	82	2186.6099438518286
105	-248.91900951583122	-191.50065503882533	114	2606.6900033056736
106	-184.37438903315524	-192.21289799010626	120	1458.1753607541323
107	-89.88011601621449	-191.6298569932271	83	1341.221489816904
108	-231.6544431011567	-192.25476983401907	118	3298.3499687239528
109	-241.1566018930096	-191.04849091534825	77	638.5897819250822
110	-182.86788018822386	-190.7819949686178	66	460.48184859752655
111	-176.11946882472915	-190.9540761185362	138	1543.135541498661
112	-148.41127470576913	-191.23061899477844	77	1459.173202946782
113	-150.06793866354508	-189.20095764562754	102	2443.1587112993
114	-158.87653337550552	-189.6421632893852	104	2866.653128862381
115	-220.35520555024203	-189.25651962207877	84	976.7057084739208
116	-249.1556727688292	-190.47123322482554	97	1035.7513544037938
117	-201.36145970079124	-187.7930143314835	97	744.2842217460275
118	-207.45067916558793	-188.55491303078844	134	2093.0662707313895
119	-456.1431013792336	-189.88211641242725	122	1519.867680363357
120	-190.4996644643087	-190.279807244611	103	924.9058813899755
121	-135.53727036773395	-188.95731513646348	81	1714.2303239181638
122	-201.6514938059758	-188.78457826846702	118	1594.2815015017986
123	-244.27724600268127	-190.27375805166395	89	1543.9799772650003
124	-102.21069128113778	-190.10816004307887	72	2165.377085506916
125	-204.19637144726804	-189.82642005011175	94	1892.7883753180504
126	-225.42394942740214	-189.51960071181298	102	990.1011821180582
127	-185.1955150170047	-190.10771400299063	129	2447.3972918391228
128	-157.97983059824423	-189.33820046201043	118	1708.934185191989
129	-152.12607332682077	-188.8617919970368	99	1354.085990190506
130	-231.0766239738128	-189.1270260864162	75	2084.875018365681
131	-133.9753317236032	-188.7317390873624	113	1734.8121659196913
132	-133.77466916042835	-189.24506280791147	139	3159.891591913998
133	-188.2110120849452	-189.46637161422325	114	2818.566466487944
134	-136.4136685292756	-189.74000777510673	95	2752.8156016469
135	-136.1444783094719	-188.67316747101844	107	4097.685978382826
136	-302.88417633039774	-188.99940490092325	96	2634.3806656450033
137	-114.53275052425674	-188.7181222627468	69	1489.0631229877472
138	-169.99377832388248	-189.34828177461114	68	914.6983227133751
139	-119.08375947964893	-188.47993705606223	123	3751.114791661501
140	-140.7400795178342	-187.44665973004464	196	5551.881809979677
141	-53.17455483661696	-182.1062909792012	85	3150.8826486691833
142	-120.76753673544607	-180.41934278668148	159	4409.411233790219
143	-178.0102996563371	-181.58973912216632	72	4719.668860860169
144	-198.66672677419905	-182.43476399582832	88	3214.1242110729218
145	-80.67735829040987	-182.4897881265549	121	6595.060094177723
146	-145.7583896844354	-182.2170915945166	76	4179.160622090101
147	-225.19961819051193	-182.85379806105607	101	4253.446610569954
148	-167.12014802793863	-181.06887610827508	104	1171.7208281755447
149	-100.43020765100245	-181.4001874442641	87	2119.5385361388326
150	-279.0763029340756	-182.3065481809774	119	1011.9253890812397
151	-248.57792529037474	-183.2323420489697	96	2017.2790187597275
152	-64.57929105600111	-181.87027819068118	79	812.176957719028
153	-332.489496908943	-183.35822940831994	130	2968.8256088495255
154	-173.61429047902374	-183.71548351864436	100	1975.4517026543617
155	-297.60573161540805	-184.15982749602722	100	1555.6891891360283
156	-255.0007214739808	-182.9187516635523	114	2287.137845814228
157	-127.22135895321166	-181.7796221347679	163	5622.775370087475
158	-263.41890425687296	-182.5102216050386	152	1399.8400300070643
159	-165.16078603650305	-181.38329085852902	129	2423.9966683872044
160	-257.5157464061724	-181.1249754201934	84	2189.7849928438663
161	-215.04157820834777	-181.38234113729072	98	1857.1214979290962
162	-173.89464867990966	-181.87260381467166	175	3610.121689479798
163	-161.56687708681642	-182.18324030189638	81	3521.461009979248
164	-229.91517618082798	-182.07273719083256	116	2273.346764624119
165	-83.1112266123234	-178.82677351722398	153	2207.6759028062224
166	-375.7740430254122	-180.21780672303322	97	1558.2908375263214
167	-176.1821611094545	-180.30168685819166	136	1134.5527140647173
168	-72.15006132162546	-179.2365863617609	167	4442.408442534506
169	-184.79990918413006	-177.60538607436592	127	2955.5259398445487
170	-146.40503876944788	-179.09369154173143	73	307.4500842243433
171	-235.17975407368723	-180.1243181315501	120	2146.444096714258
172	-46.2863153215043	-179.01152677940073	109	2355.6882941424847
173	-140.9148014692935	-178.49310444675365	124	4452.218706533313
174	-180.2712709889317	-177.8739932885059	116	1003.9096422195435
175	-105.81857625729928	-177.7276439867978	142	1687.7892308458686
176	-144.3518475232513	-178.21103721628103	108	1558.1283149272203
177	-405.6387437062309	-178.82480403550824	123	1621.7494467422366
178	-28.53526177623378	-176.62752203386916	109	4201.091624125838
